maker,genmodel,genmodel_ID,import_year,import_month,import_region,color,model_year,body_type,runned_miles,engine_size,gearbox_type,fuel_type,listed_price,seat_num,door_num,reg_city,title,sale_year,sale_month,sale_status,import_to_sale_months,electric_type,country_of_origin,date_of_import,date_of_sale
Nissan,Pathfinder,64_24,2017,5,USA,Black,2009,MPV,104000,2.5,Manual,Diesel,5000,7,5,Aden,clean,2019.0,12.0,sold,31.0,not_fully_electric,Japanese,"May, 2017","December, 2019"
Nissan,Juke,64_14,2017,6,USA,Brown,2010,SUV,70000,1.6,Manual,Petrol,5700,5,5,Aden,clean,2019.0,2.0,sold,20.0,not_fully_electric,Japanese,"June, 2017","February, 2019"
Nissan,Pathfinder,64_24,2017,5,USA,Silver,2009,MPV,103000,2.5,Manual,Diesel,5000,7,5,Aden,clean,2019.0,12.0,sold,31.0,not_fully_electric,Japanese,"May, 2017","December, 2019"
Suzuki,SX4,87_11,2017,5,USA,White,2014,Hatchback,64000,1.6,Manual,Petrol,5500,5,5,Hudaydah,flood-damaged ,,,unsold,,not_fully_electric,Japanese,"May, 2017",
Suzuki,SX4,87_11,2017,3,USA,Red,2013,Hatchback,54853,1.6,Manual,Petrol,5700,5,5,Hudaydah,body_damage,2019.0,6.0,sold,27.0,not_fully_electric,Japanese,"March, 2017","June, 2019"
Suzuki,SX4,87_11,2017,5,USA,Red,2012,Hatchback,35705,1.6,Manual,Petrol,6000,5,5,Hudaydah,body_damage,2019.0,5.0,sold,24.0,not_fully_electric,Japanese,"May, 2017","May, 2019"
Suzuki,SX4,87_11,2017,4,USA,Red,2013,Hatchback,32131,1.6,Manual,Petrol,6000,5,5,Hudaydah,clean,2019.0,3.0,sold,23.0,not_fully_electric,Japanese,"April, 2017","March, 2019"
Suzuki,SX4,87_11,2017,4,USA,Grey,2010,Hatchback,30000,1.6,Manual,Petrol,6400,5,5,Hudaydah,clean,2019.0,11.0,sold,31.0,not_fully_electric,Japanese,"April, 2017","November, 2019"
Suzuki,SX4,87_11,2017,5,USA,Black,2010,Hatchback,31900,2.0,Manual,Diesel,6000,5,5,Hadhramout,body_damage,2019.0,11.0,sold,30.0,not_fully_electric,Japanese,"May, 2017","November, 2019"
Suzuki,SX4,87_11,2017,4,USA,Black,2013,Hatchback,54487,1.6,Manual,Petrol,5700,5,5,Hudaydah,clean,2019.0,6.0,sold,26.0,not_fully_electric,Japanese,"April, 2017","June, 2019"
Toyota,Yaris,92_44,2017,2,USA,Black,2012,Hatchback,45677,1.3,Manual,Petrol,5500,5,5,Hudaydah,frame_damage,,,unsold,,not_fully_electric,Japanese,"February, 2017",
Toyota,Yaris,92_44,2017,5,USA,Black,2012,Hatchback,48187,1.3,Manual,Petrol,6000,5,5,Sana'a,body_damage,2019.0,10.0,sold,29.0,not_fully_electric,Japanese,"May, 2017","October, 2019"
Toyota,Prius,92_30,2017,5,USA,Grey,2008,Hatchback,66000,1.5,Automatic,Hybrid  Petrol/Electric,5700,5,5,Aden,clean,2019.0,1.0,sold,20.0,not_fully_electric,Japanese,"May, 2017","January, 2019"
Toyota,Yaris,92_44,2017,5,USA,White,2014,Hatchback,70000,1.4,Manual,Diesel,5700,5,5,Hadhramout,body_damage,2019.0,1.0,sold,20.0,not_fully_electric,Japanese,"May, 2017","January, 2019"
Toyota,RAV4,92_34,2017,5,USA,Black,2010,SUV,98000,2.2,Manual,Diesel,5400,5,5,Hudaydah,body_damage,2019.0,2.0,sold,21.0,not_fully_electric,Japanese,"May, 2017","February, 2019"
Toyota,Yaris,92_44,2017,4,USA,Blue,2015,Hatchback,77347,1.4,Manual,Diesel,5400,5,5,Hadhramout,clean,2019.0,10.0,sold,30.0,not_fully_electric,Japanese,"April, 2017","October, 2019"
Toyota,RAV4,92_34,2017,5,USA,Silver,2010,SUV,100000,2.2,Manual,Diesel,5400,5,5,Hudaydah,body_damage,2019.0,9.0,sold,28.0,not_fully_electric,Japanese,"May, 2017","September, 2019"
Toyota,Yaris,92_44,2017,4,USA,Red,2011,Hatchback,43489,1.3,Manual,Petrol,6000,5,5,Hadhramout,body_damage,2019.0,7.0,sold,27.0,not_fully_electric,Japanese,"April, 2017","July, 2019"
Toyota,Yaris,92_44,2017,4,USA,White,2013,Hatchback,55000,1.0,Manual,Petrol,5700,5,5,Hadhramout,clean,2019.0,6.0,sold,26.0,not_fully_electric,Japanese,"April, 2017","June, 2019"
Kia,Soul,43_12,2017,7,Korea,Green,2011,Hatchback,45000,1.6,Manual,Diesel,6100,4,5,Sana'a,body_damage,2019.0,2.0,sold,19.0,not_fully_electric,Korean,"July, 2017","February, 2019"
Kia,Soul,43_12,2017,12,Korea,Black,2013,Hatchback,45000,1.6,Manual,Diesel,6100,5,5,Hudaydah,body_damage,2019.0,8.0,sold,20.0,not_fully_electric,Korean,"December, 2017","August, 2019"
Kia,Soul,43_12,2017,7,Korea,Blue,2012,Hatchback,35929,1.6,Manual,Diesel,6100,5,5,Aden,body_damage,2019.0,5.0,sold,22.0,not_fully_electric,Korean,"July, 2017","May, 2019"
Kia,Soul,43_12,2017,7,Korea,Silver,2012,Hatchback,42795,1.6,Automatic,Diesel,6100,5,5,Hudaydah,body_damage,2019.0,1.0,sold,18.0,not_fully_electric,Korean,"July, 2017","January, 2019"
Kia,Soul,43_12,2017,8,Korea,Silver,2012,Hatchback,58000,1.6,Manual,Diesel,5800,5,5,Aden,clean,2019.0,9.0,sold,25.0,not_fully_electric,Korean,"August, 2017","September, 2019"
Kia,Soul,43_12,2017,8,Korea,Black,2013,Hatchback,42550,1.6,Manual,Petrol,6100,5,5,Sana'a,clean,2019.0,12.0,sold,28.0,not_fully_electric,Korean,"August, 2017","December, 2019"
Mercedes-Benz,C Class,59_12,2017,5,USA,Blue,2011,Saloon,101800,2.1,Automatic,Diesel,5100,5,4,Aden,body_damage,2020.0,10.0,sold,41.0,not_fully_electric,European,"May, 2017","October, 2020"
Nissan,Juke,64_14,2017,8,USA,Red,2011,SUV,84924,1.5,Manual,Diesel,5400,5,5,Hadhramout,body_damage,2019.0,1.0,sold,17.0,not_fully_electric,Japanese,"August, 2017","January, 2019"
Suzuki,SX4,87_11,2017,5,USA,Black,2013,Hatchback,54758,1.6,Manual,Petrol,5800,5,5,Hudaydah,body_damage,2019.0,1.0,sold,20.0,not_fully_electric,Japanese,"May, 2017","January, 2019"
Suzuki,SX4,87_11,2017,4,USA,Black,2012,Hatchback,41000,1.6,Manual,Petrol,6100,5,5,Sana'a,body_damage,2019.0,1.0,sold,21.0,not_fully_electric,Japanese,"April, 2017","January, 2019"
Suzuki,SX4,87_11,2017,2,USA,Silver,2013,Hatchback,46654,1.6,Manual,Petrol,6100,5,5,Hudaydah,clean,2019.0,10.0,sold,32.0,not_fully_electric,Japanese,"February, 2017","October, 2019"
Suzuki,Grand Vitara,87_4,2017,4,USA,Grey,2008,SUV,44490,2.0,Manual,Petrol,6100,5,5,Hadhramout,body_damage,2019.0,12.0,sold,32.0,not_fully_electric,Japanese,"April, 2017","December, 2019"
Toyota,Yaris,92_44,2017,5,USA,Black,2013,Hatchback,52225,1.4,Manual,Diesel,5800,5,5,Hadhramout,clean,2019.0,11.0,sold,30.0,not_fully_electric,Japanese,"May, 2017","November, 2019"
Toyota,Yaris,92_44,2017,3,USA,Red,2013,Hatchback,63398,1.4,Manual,Diesel,5800,5,5,Hadhramout,body_damage,2019.0,1.0,sold,22.0,not_fully_electric,Japanese,"March, 2017","January, 2019"
Toyota,Yaris,92_44,2017,1,USA,Silver,2013,Hatchback,48000,1.3,Manual,Petrol,6100,5,5,Sana'a,clean,2019.0,7.0,sold,30.0,not_fully_electric,Japanese,"January, 2017","July, 2019"
Toyota,Yaris,92_44,2017,4,USA,White,2013,Hatchback,72498,1.3,Manual,Petrol,5400,5,5,Hadhramout,body_damage,2019.0,12.0,sold,32.0,not_fully_electric,Japanese,"April, 2017","December, 2019"
Kia,Soul,43_12,2017,4,Korea,Silver,2009,Hatchback,56037,1.6,Automatic,Diesel,5900,5,5,Hadhramout,clean,2019.0,1.0,sold,21.0,not_fully_electric,Korean,"April, 2017","January, 2019"
Kia,Soul,43_12,2017,5,Korea,Silver,2012,Hatchback,22850,1.6,Manual,Petrol,6600,5,5,Sana'a,body_damage,2019.0,8.0,sold,27.0,not_fully_electric,Korean,"May, 2017","August, 2019"
Kia,Soul,43_12,2017,6,Korea,Black,2010,Hatchback,21000,1.6,Manual,Diesel,6600,5,5,Hadhramout,body_damage,2019.0,1.0,sold,19.0,not_fully_electric,Korean,"June, 2017","January, 2019"
Kia,Soul,43_12,2017,7,Korea,Silver,2011,Hatchback,24000,1.6,Automatic,Diesel,6600,5,5,Aden,clean,2019.0,6.0,sold,23.0,not_fully_electric,Korean,"July, 2017","June, 2019"
Kia,Soul,43_12,2017,8,Korea,White,2011,Hatchback,42000,1.6,Automatic,Diesel,6200,5,5,Sana'a,clean,2019.0,10.0,sold,26.0,not_fully_electric,Korean,"August, 2017","October, 2019"
Kia,Soul,43_12,2017,7,Korea,Black,2012,Hatchback,32000,1.6,Manual,Diesel,6200,4,5,Sana'a,clean,2019.0,5.0,sold,22.0,not_fully_electric,Korean,"July, 2017","May, 2019"
Kia,Soul,43_12,2017,5,Korea,Silver,2013,Hatchback,45803,1.6,Manual,Diesel,6200,5,5,Hadhramout,clean,2019.0,10.0,sold,29.0,not_fully_electric,Korean,"May, 2017","October, 2019"
Kia,Soul,43_12,2017,4,Korea,Black,2011,Hatchback,53000,1.6,Manual,Diesel,5900,5,5,Aden,clean,2019.0,11.0,sold,31.0,not_fully_electric,Korean,"April, 2017","November, 2019"
Kia,Soul,43_12,2017,5,Korea,White,2011,Hatchback,38717,1.6,Automatic,Diesel,6200,5,5,Aden,clean,2019.0,12.0,sold,31.0,not_fully_electric,Korean,"May, 2017","December, 2019"
Kia,Soul,43_12,2017,5,Korea,Black,2010,Hatchback,22151,1.6,Manual,Petrol,6600,5,5,Hudaydah,clean,2019.0,12.0,sold,31.0,not_fully_electric,Korean,"May, 2017","December, 2019"
Nissan,Juke,64_14,2017,8,USA,Grey,2010,SUV,81471,1.6,Manual,Petrol,5500,5,5,Hadhramout,body_damage,2019.0,11.0,sold,27.0,not_fully_electric,Japanese,"August, 2017","November, 2019"
Suzuki,SX4,87_11,2017,5,USA,Grey,2012,Hatchback,32752,1.6,Manual,Petrol,5700,5,5,Hudaydah,frame_damage,,,unsold,,not_fully_electric,Japanese,"May, 2017",
Suzuki,SX4,87_11,2017,4,USA,Black,2012,Hatchback,54607,1.6,Manual,Petrol,5900,5,5,Sana'a,body_damage,2019.0,12.0,sold,32.0,not_fully_electric,Japanese,"April, 2017","December, 2019"
Toyota,Yaris,92_44,2017,6,USA,Black,2012,Hatchback,68655,1.3,Manual,Petrol,5900,5,5,Sana'a,body_damage,2019.0,8.0,sold,26.0,not_fully_electric,Japanese,"June, 2017","August, 2019"
Toyota,Yaris,92_44,2017,5,USA,Black,2013,Hatchback,52991,1.3,Manual,Petrol,5900,5,5,Sana'a,clean,2019.0,5.0,sold,24.0,not_fully_electric,Japanese,"May, 2017","May, 2019"
Toyota,Yaris,92_44,2017,5,USA,Grey,2013,Hatchback,52187,1.3,Manual,Petrol,5900,5,5,Hudaydah,clean,2019.0,3.0,sold,22.0,not_fully_electric,Japanese,"May, 2017","March, 2019"
Toyota,Land Cruiser,92_21,2017,4,GCC,Grey,2007,SUV,181000,3.0,Manual,Diesel,5200,8,5,Sana'a,body_damage,2019.0,3.0,sold,23.0,not_fully_electric,Japanese,"April, 2017","March, 2019"
Toyota,Yaris,92_44,2017,4,USA,White,2013,Hatchback,58024,1.4,Manual,Diesel,5900,5,5,Hudaydah,clean,2019.0,3.0,sold,23.0,not_fully_electric,Japanese,"April, 2017","March, 2019"
Toyota,Yaris,92_44,2017,5,USA,Red,2013,Hatchback,55604,1.3,Manual,Petrol,5900,5,5,Hadhramout,clean,2019.0,8.0,sold,27.0,not_fully_electric,Japanese,"May, 2017","August, 2019"
Kia,Soul,43_12,2017,5,Korea,Silver,2013,Hatchback,73316,1.6,Manual,Diesel,5700,5,5,Sana'a,flood-damaged ,,,unsold,,not_fully_electric,Korean,"May, 2017",
Kia,Soul,43_12,2017,8,Korea,Silver,2011,Hatchback,49000,1.6,Automatic,Diesel,6300,5,5,Aden,body_damage,2019.0,3.0,sold,19.0,not_fully_electric,Korean,"August, 2017","March, 2019"
Kia,Soul,43_12,2017,3,Korea,Black,2012,Hatchback,41000,1.6,Manual,Diesel,6300,5,5,Aden,clean,2019.0,2.0,sold,23.0,not_fully_electric,Korean,"March, 2017","February, 2019"
Kia,Soul,43_12,2017,3,Korea,Black,2012,Hatchback,47000,1.6,Automatic,Diesel,6300,5,5,Hudaydah,body_damage,2019.0,7.0,sold,28.0,not_fully_electric,Korean,"March, 2017","July, 2019"
Kia,Soul,43_12,2017,3,Korea,Blue,2012,Hatchback,46000,1.6,Manual,Diesel,6300,5,5,Sana'a,clean,2019.0,3.0,sold,24.0,not_fully_electric,Korean,"March, 2017","March, 2019"
Kia,Soul,43_12,2017,5,Korea,Silver,2011,Hatchback,46756,1.6,Automatic,Diesel,6300,5,5,Aden,body_damage,2019.0,7.0,sold,26.0,not_fully_electric,Korean,"May, 2017","July, 2019"
Kia,Soul,43_12,2017,4,Korea,White,2011,Hatchback,67979,1.6,Manual,Diesel,6000,5,5,Hadhramout,clean,2019.0,12.0,sold,32.0,not_fully_electric,Korean,"April, 2017","December, 2019"
Kia,Soul,43_12,2017,7,Korea,Silver,2012,Hatchback,50000,1.6,Manual,Petrol,6300,5,5,Sana'a,body_damage,2019.0,11.0,sold,28.0,not_fully_electric,Korean,"July, 2017","November, 2019"
Kia,Soul,43_12,2017,5,Korea,Blue,2011,Hatchback,39000,1.6,Automatic,Diesel,6300,5,5,Sana'a,body_damage,2019.0,4.0,sold,23.0,not_fully_electric,Korean,"May, 2017","April, 2019"
Kia,Soul,43_12,2017,6,Korea,Black,2011,Hatchback,54120,1.6,Manual,Diesel,6000,5,5,Hudaydah,body_damage,2019.0,3.0,sold,21.0,not_fully_electric,Korean,"June, 2017","March, 2019"
Nissan,Pathfinder,64_24,2017,4,USA,Grey,2007,MPV,114000,2.5,Automatic,Diesel,5300,7,5,Sana'a,clean,2019.0,3.0,sold,23.0,not_fully_electric,Japanese,"April, 2017","March, 2019"
Nissan,Juke,64_14,2017,6,USA,White,2011,SUV,75000,1.5,Manual,Diesel,5600,5,5,Hudaydah,body_damage,2019.0,10.0,sold,28.0,not_fully_electric,Japanese,"June, 2017","October, 2019"
Suzuki,SX4,87_11,2017,10,USA,White,2013,Hatchback,48000,1.6,Manual,Petrol,5800,5,5,Hudaydah,frame_damage,,,unsold,,not_fully_electric,Japanese,"October, 2017",
Suzuki,SX4,87_11,2017,5,USA,Silver,2013,Hatchback,20265,1.6,Manual,Petrol,6700,5,5,Hudaydah,body_damage,2019.0,9.0,sold,28.0,not_fully_electric,Japanese,"May, 2017","September, 2019"
Suzuki,SX4,87_11,2017,5,USA,Silver,2010,Hatchback,15960,1.6,Manual,Petrol,6700,5,5,Hudaydah,body_damage,2019.0,10.0,sold,29.0,not_fully_electric,Japanese,"May, 2017","October, 2019"
Toyota,Yaris,92_44,2017,4,USA,Grey,2011,Hatchback,49512,1.3,Manual,Petrol,6300,5,5,Hudaydah,clean,2019.0,11.0,sold,31.0,not_fully_electric,Japanese,"April, 2017","November, 2019"
Toyota,Yaris,92_44,2017,5,USA,White,2012,Hatchback,38424,1.3,Manual,Petrol,6300,5,5,Hudaydah,clean,2019.0,12.0,sold,31.0,not_fully_electric,Japanese,"May, 2017","December, 2019"
Toyota,Yaris,92_44,2017,4,USA,Grey,2013,Hatchback,47200,1.4,Manual,Diesel,6300,5,5,Sana'a,body_damage,2019.0,4.0,sold,24.0,not_fully_electric,Japanese,"April, 2017","April, 2019"
Toyota,Yaris,92_44,2017,5,USA,White,2011,Hatchback,43609,1.3,Manual,Petrol,6300,5,5,Hadhramout,body_damage,2019.0,12.0,sold,31.0,not_fully_electric,Japanese,"May, 2017","December, 2019"
Toyota,Yaris,92_44,2017,5,USA,Blue,2012,Hatchback,50001,1.3,Manual,Petrol,6000,5,5,Hadhramout,clean,2019.0,1.0,sold,20.0,not_fully_electric,Japanese,"May, 2017","January, 2019"
Toyota,Yaris,92_44,2017,5,USA,Black,2013,Hatchback,44241,1.4,Manual,Diesel,6300,5,5,Hudaydah,body_damage,2019.0,2.0,sold,21.0,not_fully_electric,Japanese,"May, 2017","February, 2019"
Toyota,Yaris,92_44,2017,3,USA,White,2013,Hatchback,33185,1.3,Manual,Petrol,6300,5,3,Aden,body_damage,2019.0,4.0,sold,25.0,not_fully_electric,Japanese,"March, 2017","April, 2019"
Toyota,Yaris,92_44,2017,3,USA,Grey,2014,Hatchback,47030,1.3,Manual,Petrol,6300,5,5,Aden,body_damage,2019.0,9.0,sold,30.0,not_fully_electric,Japanese,"March, 2017","September, 2019"
Toyota,Yaris,92_44,2017,5,USA,Silver,2012,Hatchback,30156,1.3,Manual,Petrol,6300,5,5,Hudaydah,body_damage,2019.0,9.0,sold,28.0,not_fully_electric,Japanese,"May, 2017","September, 2019"
Toyota,Yaris,92_44,2017,5,USA,Red,2011,Hatchback,34080,1.3,Automatic,Petrol,6300,5,5,Sana'a,clean,2019.0,7.0,sold,26.0,not_fully_electric,Japanese,"May, 2017","July, 2019"
Toyota,Yaris,92_44,2017,5,USA,Red,2011,Hatchback,45000,1.3,Manual,Petrol,6300,5,5,Sana'a,clean,2019.0,3.0,sold,22.0,not_fully_electric,Japanese,"May, 2017","March, 2019"
Toyota,Yaris,92_44,2017,5,USA,Blue,2010,Hatchback,36730,1.3,Automatic,Petrol,6300,5,5,Aden,body_damage,2019.0,9.0,sold,28.0,not_fully_electric,Japanese,"May, 2017","September, 2019"
Toyota,Yaris,92_44,2017,4,USA,White,2013,Hatchback,66000,1.4,Manual,Diesel,6000,5,5,Aden,clean,2019.0,5.0,sold,25.0,not_fully_electric,Japanese,"April, 2017","May, 2019"
Toyota,Land Cruiser,92_21,2017,3,GCC,Silver,2007,SUV,112000,3.0,Automatic,Diesel,5300,8,5,Hadhramout,clean,2019.0,7.0,sold,28.0,not_fully_electric,Japanese,"March, 2017","July, 2019"
Toyota,Yaris,92_44,2017,5,USA,White,2014,Hatchback,36388,1.0,Manual,Petrol,6300,5,3,Hadhramout,clean,2019.0,9.0,sold,28.0,not_fully_electric,Japanese,"May, 2017","September, 2019"
Toyota,Yaris,92_44,2017,5,USA,Black,2013,Hatchback,45000,1.3,Manual,Petrol,6300,5,5,Aden,clean,2019.0,3.0,sold,22.0,not_fully_electric,Japanese,"May, 2017","March, 2019"
Kia,Soul,43_12,2017,6,Korea,Black,2012,Hatchback,29085,1.6,Manual,Petrol,6700,5,5,Hudaydah,clean,2019.0,8.0,sold,26.0,not_fully_electric,Korean,"June, 2017","August, 2019"
Kia,Soul,43_12,2017,3,Korea,White,2015,Hatchback,67644,1.6,Manual,Petrol,6000,5,5,Hadhramout,clean,2019.0,4.0,sold,25.0,not_fully_electric,Korean,"March, 2017","April, 2019"
Kia,Soul,43_12,2017,5,Korea,Blue,2011,Hatchback,44697,1.6,Automatic,Diesel,6400,5,5,Aden,clean,2019.0,6.0,sold,25.0,not_fully_electric,Korean,"May, 2017","June, 2019"
Kia,Soul,43_12,2017,6,Korea,Silver,2012,Hatchback,22000,1.6,Manual,Petrol,6700,5,5,Hudaydah,body_damage,2019.0,5.0,sold,23.0,not_fully_electric,Korean,"June, 2017","May, 2019"
Kia,Soul,43_12,2017,8,Korea,Silver,2012,Hatchback,37801,1.6,Manual,Petrol,6400,5,5,Hudaydah,body_damage,2019.0,11.0,sold,27.0,not_fully_electric,Korean,"August, 2017","November, 2019"
Kia,Soul,43_12,2017,5,Korea,Green,2012,Hatchback,43000,1.6,Manual,Diesel,6400,5,5,Aden,body_damage,2019.0,1.0,sold,20.0,not_fully_electric,Korean,"May, 2017","January, 2019"
Kia,Soul,43_12,2017,5,Korea,Black,2013,Hatchback,60411,1.6,Manual,Diesel,6000,5,5,Aden,body_damage,2019.0,9.0,sold,28.0,not_fully_electric,Korean,"May, 2017","September, 2019"
Kia,Soul,43_12,2017,5,Korea,Silver,2011,Hatchback,40700,1.6,Manual,Diesel,6400,5,5,Sana'a,clean,2019.0,7.0,sold,26.0,not_fully_electric,Korean,"May, 2017","July, 2019"
Nissan,Pathfinder,64_24,2017,4,USA,Silver,2008,MPV,93000,2.5,Manual,Diesel,5700,7,5,Sana'a,body_damage,2019.0,4.0,sold,24.0,not_fully_electric,Japanese,"April, 2017","April, 2019"
Suzuki,SX4,87_11,2017,4,USA,Black,2012,Hatchback,40509,1.6,Manual,Petrol,6400,5,5,Hudaydah,body_damage,2019.0,7.0,sold,27.0,not_fully_electric,Japanese,"April, 2017","July, 2019"
Suzuki,Grand Vitara,87_4,2017,8,USA,Grey,2010,SUV,39000,2.4,Manual,Petrol,6400,5,5,Sana'a,clean,2019.0,6.0,sold,22.0,not_fully_electric,Japanese,"August, 2017","June, 2019"
Suzuki,SX4,87_11,2017,5,USA,Black,2010,Hatchback,14160,1.6,Manual,Petrol,6700,5,5,Hadhramout,body_damage,2019.0,6.0,sold,25.0,not_fully_electric,Japanese,"May, 2017","June, 2019"
Suzuki,SX4,87_11,2017,3,USA,Black,2014,Hatchback,26347,1.6,Manual,Petrol,6700,5,5,Hudaydah,clean,2019.0,6.0,sold,27.0,not_fully_electric,Japanese,"March, 2017","June, 2019"
Suzuki,SX4,87_11,2017,4,USA,Red,2013,Hatchback,40542,1.6,Manual,Petrol,6400,5,5,Aden,clean,2019.0,4.0,sold,24.0,not_fully_electric,Japanese,"April, 2017","April, 2019"
Toyota,Yaris,92_44,2017,2,USA,Black,2013,Hatchback,55740,1.3,Manual,Petrol,5500,5,5,Sana'a,frame_damage,,,unsold,,not_fully_electric,Japanese,"February, 2017",
Toyota,AYGO,92_6,2017,4,USA,Grey,2015,Hatchback,39000,1.0,Manual,Petrol,5800,4,5,Hudaydah,flood-damaged ,,,unsold,,not_fully_electric,Japanese,"April, 2017",
Toyota,Yaris,92_44,2017,4,USA,Grey,2011,Hatchback,26769,1.3,Manual,Petrol,6700,5,5,Hudaydah,body_damage,2019.0,2.0,sold,22.0,not_fully_electric,Japanese,"April, 2017","February, 2019"
Toyota,Yaris,92_44,2017,5,USA,Silver,2010,Hatchback,23000,1.3,Automatic,Petrol,6700,5,5,Hadhramout,body_damage,2019.0,4.0,sold,23.0,not_fully_electric,Japanese,"May, 2017","April, 2019"
Toyota,Yaris,92_44,2017,5,USA,Grey,2012,Hatchback,40000,1.3,Manual,Petrol,6400,5,5,Sana'a,body_damage,2019.0,2.0,sold,21.0,not_fully_electric,Japanese,"May, 2017","February, 2019"
Toyota,Yaris,92_44,2017,4,USA,Red,2014,Hatchback,69000,1.3,Manual,Petrol,6000,5,5,Aden,body_damage,2019.0,7.0,sold,27.0,not_fully_electric,Japanese,"April, 2017","July, 2019"
Toyota,Yaris,92_44,2017,5,USA,Red,2014,Hatchback,62675,1.4,Manual,Diesel,6000,5,5,Hadhramout,clean,2019.0,1.0,sold,20.0,not_fully_electric,Japanese,"May, 2017","January, 2019"
Toyota,Yaris,92_44,2017,4,USA,Grey,2014,Hatchback,56953,1.4,Manual,Diesel,6000,5,5,Hadhramout,clean,2019.0,1.0,sold,21.0,not_fully_electric,Japanese,"April, 2017","January, 2019"
Toyota,Yaris,92_44,2017,4,USA,Silver,2012,Hatchback,64925,1.3,Manual,Petrol,6000,5,5,Sana'a,body_damage,2019.0,1.0,sold,21.0,not_fully_electric,Japanese,"April, 2017","January, 2019"
Toyota,Yaris,92_44,2017,3,USA,Red,2016,Hatchback,58232,1.4,Manual,Diesel,6000,5,5,Aden,body_damage,2019.0,1.0,sold,22.0,not_fully_electric,Japanese,"March, 2017","January, 2019"
Toyota,Yaris,92_44,2017,4,USA,Blue,2012,Hatchback,40960,1.3,Manual,Petrol,6400,5,5,Sana'a,body_damage,2019.0,12.0,sold,32.0,not_fully_electric,Japanese,"April, 2017","December, 2019"
Toyota,AYGO,92_6,2017,3,USA,White,2014,Hatchback,21172,1.0,Manual,Petrol,6700,4,5,Sana'a,clean,2019.0,6.0,sold,27.0,not_fully_electric,Japanese,"March, 2017","June, 2019"
Toyota,Yaris,92_44,2017,4,USA,Turquoise,2012,Hatchback,39522,1.3,Manual,Petrol,6400,5,5,Aden,clean,2019.0,10.0,sold,30.0,not_fully_electric,Japanese,"April, 2017","October, 2019"
Toyota,Yaris,92_44,2017,5,USA,Blue,2011,Hatchback,25850,1.3,Manual,Petrol,6700,5,5,Aden,clean,2019.0,12.0,sold,31.0,not_fully_electric,Japanese,"May, 2017","December, 2019"
Toyota,Yaris,92_44,2017,5,USA,Grey,2013,Hatchback,30000,1.3,Manual,Petrol,6700,5,5,Sana'a,clean,2019.0,1.0,sold,20.0,not_fully_electric,Japanese,"May, 2017","January, 2019"
Toyota,RAV4,92_34,2019,5,USA,Grey,2010,SUV,86000,2.2,Manual,Diesel,5700,5,5,Hadhramout,clean,2021.0,6.0,sold,25.0,not_fully_electric,Japanese,"May, 2019","June, 2021"
Toyota,Yaris,92_44,2019,4,USA,Red,2011,Hatchback,41309,1.3,Automatic,Petrol,6400,5,5,Sana'a,body_damage,2021.0,8.0,sold,28.0,not_fully_electric,Japanese,"April, 2019","August, 2021"
Toyota,Yaris,92_44,2019,4,USA,White,2014,Hatchback,58800,1.4,Manual,Diesel,6000,5,5,Hudaydah,clean,2021.0,11.0,sold,31.0,not_fully_electric,Japanese,"April, 2019","November, 2021"
Toyota,Yaris,92_44,2019,4,USA,Red,2010,Hatchback,40000,1.3,Automatic,Petrol,6400,5,5,Sana'a,clean,2021.0,4.0,sold,24.0,not_fully_electric,Japanese,"April, 2019","April, 2021"
Toyota,Yaris,92_44,2019,4,USA,Red,2014,Hatchback,43197,1.3,Manual,Petrol,6400,5,5,Aden,clean,2021.0,5.0,sold,25.0,not_fully_electric,Japanese,"April, 2019","May, 2021"
Toyota,AYGO,92_6,2019,4,USA,Grey,2014,Hatchback,40000,1.0,Manual,Petrol,6400,4,5,Hadhramout,clean,2021.0,8.0,sold,28.0,not_fully_electric,Japanese,"April, 2019","August, 2021"
Toyota,Yaris,92_44,2019,5,USA,Black,2012,Hatchback,38900,1.3,Manual,Petrol,6400,5,5,Hudaydah,clean,2021.0,7.0,sold,26.0,not_fully_electric,Japanese,"May, 2019","July, 2021"
Toyota,Yaris,92_44,2019,5,USA,Blue,2012,Hatchback,61193,1.3,Manual,Petrol,6000,5,5,Aden,body_damage,2021.0,9.0,sold,28.0,not_fully_electric,Japanese,"May, 2019","September, 2021"
Kia,Soul,43_12,2019,3,Korea,Black,2014,Hatchback,33000,1.6,Manual,Petrol,6500,5,5,Aden,clean,2021.0,1.0,sold,22.0,not_fully_electric,Korean,"March, 2019","January, 2021"
Kia,Soul,43_12,2019,5,Korea,Silver,2011,Hatchback,45478,1.6,Automatic,Diesel,6500,5,5,Hadhramout,body_damage,2021.0,12.0,sold,31.0,not_fully_electric,Korean,"May, 2019","December, 2021"
Kia,Soul,43_12,2019,3,Korea,White,2015,Hatchback,62309,1.6,Manual,Petrol,6100,5,5,Hadhramout,clean,2021.0,7.0,sold,28.0,not_fully_electric,Korean,"March, 2019","July, 2021"
Lexus,LS 460,48_15,2019,5,USA,Grey,2007,Saloon,132000,4.6,Automatic,Petrol,5400,5,4,Hadhramout,clean,2021.0,11.0,sold,30.0,not_fully_electric,Japanese,"May, 2019","November, 2021"
